EventId,Class,Weight
154387,b,6.15658640676
328794,b,0.309795155685
258573,s,0.00150187015894
347445,b,1.7568734033700002
145743,b,4.32842483977
246942,b,5.912155224249999
275256,s,0.018636116672000002
320844,b,1.68161144262
343713,b,6.2677813141600005
123559,b,4.653652071040001
193435,b,4.675517952180001
201313,b,2.9015476709
196117,b,2.71590593254
319474,b,1.4085600771899998
269685,b,5.306481152219999
303996,s,0.0015027048310099999
330468,b,1.9535346896599999
103264,b,3.0392386886000002
258393,b,0.309795155685
249992,s,0.00150187015894
119402,s,0.018636116672000002
140869,s,0.0015027048310099999
128146,b,5.12924497229
132078,b,0.0713571365583
149307,b,1.95980787053
199251,b,1.31650567604
205379,b,2.00106946551
234850,b,4.79498122564
129683,b,2.0969546243
165059,b,1.03851340006
263246,b,5.95928161455
193720,b,1.4548484726800002
339900,b,5.030943420530001
151947,s,0.0015027048310099999
334413,b,0.309795155685
338347,b,5.71720344526
110666,s,0.00150187015894
256899,s,0.0015027048310099999
223461,b,0.0640607773058
255630,b,0.0640607773058
245143,b,2.0855624207299996
238539,b,0.7440562472300001
303370,b,0.7440562472300001
267837,s,0.018636116672000002
119710,s,0.0015027048310099999
157742,b,0.309795155685
264220,b,0.309795155685
349072,b,1.9065954019799998
241220,s,0.0026533113373299996
192234,s,0.0015027048310099999
303540,s,0.0015027048310099999
159943,s,0.018636116672000002
197441,b,5.728783270349999
330245,s,0.018636116672000002
322853,s,0.0015027048310099999
117899,b,6.18894226719
200000,s,0.018636116672000002
257703,s,0.00150187015894
196693,b,2.1925606714400003
282675,b,5.3289270662199995
198870,b,1.9359310048700002
125895,s,0.018636116672000002
280427,s,0.0026533113373299996
342024,b,4.70856156072
223123,b,0.0713571365583
322602,b,1.4548484726800002
280633,b,0.7440562472300001
191067,b,0.307169523947
132608,b,0.307169523947
329536,b,1.4548484726800002
213228,b,0.0713571365583
217004,b,1.68161144262
286683,b,2.34097639442
135329,b,0.7440562472300001
229055,b,4.67726688507
118824,b,0.7440562472300001
300802,b,1.98200943435
293811,s,0.0015027048310099999
311349,b,2.22160096548
243274,s,0.0015027048310099999
335282,s,0.0015027048310099999
102157,b,5.838150529859999
142353,s,0.018636116672000002
106611,s,0.0015027048310099999
281569,b,1.68161144262
314089,s,0.018636116672000002
170351,b,0.307169523947
263549,b,1.68161144262
109867,b,0.7440562472300001
284717,b,2.78616507243
228739,b,1.68161144262
256387,b,2.5498735697
336327,b,0.07389912981499999
322139,b,4.2721626885
206625,b,0.307169523947
194427,b,0.07389912981499999
173441,b,5.27432900896
307211,b,4.21067633467
300753,s,0.0015027048310099999
254148,b,2.34792363183
165944,b,2.44850243847
231560,s,0.0015027048310099999
266664,b,4.27320402616
320339,s,0.00150187015894
300935,s,0.0026533113373299996
141018,s,0.0015027048310099999
232553,b,1.68161144262
171013,b,1.68161144262
226484,b,1.63930761933
163303,b,2.08510149308
164636,b,1.3733909471099999
285117,b,2.32798554081
155797,b,0.7440562472300001
101732,b,5.5066632569000005
200312,b,6.546076552790001
220090,s,0.018636116672000002
106234,s,0.0015027048310099999
331939,b,1.4548484726800002
247500,b,2.26590759073
212775,b,2.1407906957900003
109287,b,4.126694741600001
134871,b,0.307169523947
268147,b,1.190694916
303217,b,1.4548484726800002
161218,b,2.21691043612
344829,b,5.59702608259
286858,b,5.371635195720001
122562,b,4.7249406901899995
221777,b,0.309795155685
201979,s,0.018636116672000002
130612,b,4.833206613680001
223890,b,1.4548484726800002
150403,b,4.581050401280001
301020,b,2.2020641147999998
261217,b,2.2307068437
282714,s,0.0015027048310099999
282248,b,5.58859275309
318764,b,4.57447478914
112817,b,1.75463537648
155268,s,0.0015027048310099999
231005,s,0.0015027048310099999
300856,b,0.309795155685
264376,s,0.018636116672000002
212788,b,2.38030073718
282515,b,0.0713571365583
297437,b,4.9633128256
314493,b,0.309795155685
139088,s,0.00150187015894
200425,b,2.10014553787
338567,s,0.018636116672000002
275321,b,4.61220826052
267688,s,0.0015027048310099999
150705,s,0.0015027048310099999
203337,s,0.018636116672000002
162785,s,0.0015027048310099999
264146,s,0.018636116672000002
332924,b,4.90671157734
154743,b,4.49126933325
288122,s,0.018636116672000002
312517,b,5.51212544745
330394,b,4.53961332161
241194,b,1.9880634815
322117,b,2.25241939121
136967,s,0.0015027048310099999
132567,s,0.0015027048310099999
298181,b,4.54941140681
204071,s,0.0015027048310099999
236579,s,0.00150187015894
140195,b,4.595116148080001
270738,b,5.0342611645
313330,b,2.07465754325
208271,b,1.68161144262
101602,s,0.00150187015894
240376,s,0.018636116672000002
150743,s,0.0015027048310099999
319534,s,0.018636116672000002
237791,s,0.018636116672000002
228350,s,0.00150187015894
153224,s,0.018636116672000002
107949,s,0.018636116672000002
123015,b,1.4548484726800002
189654,b,5.0004132027
181418,b,6.4604918284899995
141366,b,4.64718847207
322676,b,0.0640607773058
348342,b,1.8487695507799997
158575,s,0.0015027048310099999
289767,s,0.0015027048310099999
121271,b,1.3733909471099999
199343,b,1.8875770314700002
125178,b,2.35765263878
327606,b,4.86456542474
167004,s,0.0015027048310099999
246358,b,2.2141419923
144059,s,0.0015027048310099999
153090,s,0.018636116672000002
103149,s,0.0015027048310099999
311427,s,0.0015027048310099999
119674,b,1.68161144262
223364,b,2.8396802856200005
319258,b,2.25316478803
294072,s,0.0015027048310099999
339479,b,1.5255864754100001
159968,s,0.018636116672000002
270349,s,0.0015027048310099999
153252,b,2.21862258214
327261,b,1.68161144262
186361,b,1.3733909471099999
329653,b,1.80846499433
165137,b,1.6831339860499999
242587,s,0.0015027048310099999
136017,s,0.0015027048310099999
344327,s,0.0015027048310099999
160454,b,2.20250168697
212996,b,2.8616046455799995
174327,s,0.018636116672000002
233447,b,2.17561844023
174538,b,4.68188593158
103060,b,1.4548484726800002
198608,b,6.2099990833200005
259112,b,0.7440562472300001
164544,b,5.40912474435
156364,b,1.68161144262
241950,b,2.2536777404499997
136275,b,1.68161144262
304856,b,1.0495698734799999
347119,b,4.29196477215
106669,b,2.93124941754
250387,s,0.0015027048310099999
151049,b,1.68161144262
117021,b,4.33782142826
261670,b,4.717350445219999
144332,b,6.231270343099999
272420,s,0.00150187015894
159256,s,0.018636116672000002
223608,b,2.11781384888
250523,b,2.02658156981
121280,s,0.0015027048310099999
273769,b,0.7440562472300001
157252,b,3.2160140847400003
151525,b,2.97288108125
260051,b,0.0640607773058
314932,b,3.18630151098
240133,s,0.00150187015894
328113,b,1.2307933268
107088,s,0.0015027048310099999
118189,b,3.01794475543
347580,b,1.68161144262
291969,b,1.68161144262
126842,b,0.07389912981499999
166665,s,0.018636116672000002
140661,s,0.018636116672000002
199292,b,5.76422167336
100479,b,1.4548484726800002
294260,b,0.7440562472300001
138047,b,3.0464221388999997
172178,b,5.44291147319
319364,b,2.07277035314
222149,b,1.68161144262
256678,s,0.018636116672000002
294237,s,0.0015027048310099999
201091,s,0.0015027048310099999
110135,b,2.17053644542
206550,b,1.68161144262
322124,b,2.05254733864
307297,s,0.018636116672000002
111464,b,2.21704604938
307073,s,0.0015027048310099999
134506,b,0.0640607773058
316160,s,0.018636116672000002
333773,b,0.07389912981499999
292401,b,1.68161144262
109015,b,2.46582430202
235235,s,0.0015027048310099999
190222,b,2.8002672618799997
134470,b,2.52555290493
104676,b,2.78514716209
291167,b,0.7440562472300001
247189,s,0.018636116672000002
295435,b,2.56753977867
346488,s,0.0015027048310099999
233321,s,0.0015027048310099999
281543,b,1.8024744429900001
331797,b,5.45482209941
286374,b,1.82675473188
321248,s,0.0015027048310099999
146194,b,5.7049930708000005
299130,s,0.018636116672000002
196182,b,2.15958061347
201901,s,0.0015027048310099999
249849,s,0.018636116672000002
251169,s,0.0015027048310099999
125586,b,0.7440562472300001
302822,s,0.0026533113373299996
194637,b,0.07389912981499999
316177,s,0.018636116672000002
111667,b,5.39097074115
192608,b,1.4548484726800002
121118,s,0.018636116672000002
300413,b,2.5250460673900004
101022,b,2.20378264649
280027,b,1.0535044772
147571,b,1.68161144262
229508,b,1.68161144262
241360,s,0.00150187015894
197099,b,2.31262532383
315092,s,0.0015027048310099999
131183,b,4.91661426989
312655,s,0.0015027048310099999
157329,s,0.0015027048310099999
331590,b,4.79309522516
178339,s,0.0026533113373299996
244318,b,3.08773206712
219861,b,4.44850385428
317047,s,0.018636116672000002
231394,b,5.326408481580001
158560,b,2.54404982498
156313,b,2.15446431285
164808,b,2.15538664613
236729,s,0.018636116672000002
249589,b,2.3330253060599997
102137,b,0.07389912981499999
264069,b,0.0834140312717
323587,b,5.548836426830001
151143,b,0.7440562472300001
113405,s,0.0015027048310099999
145099,s,0.0015027048310099999
174172,s,0.018636116672000002
197999,s,0.00150187015894
226558,b,2.9271079967699998
137318,b,4.17535640044
238598,s,0.0015027048310099999
172394,b,5.63563920841
333870,b,2.0216585843400003
208185,b,2.0901355359
218673,b,1.3896794844999998
105048,s,0.0026533113373299996
211367,s,0.0015027048310099999
335321,b,1.68161144262
281141,s,0.018636116672000002
170105,b,1.68161144262
157112,s,0.0015027048310099999
121763,s,0.0015027048310099999
186569,b,4.26829259248
192053,b,0.0640607773058
337449,b,2.32285707945
232364,s,0.0026533113373299996
143697,s,0.00150187015894
112035,b,0.0640607773058
152271,b,0.300975113091
266443,b,1.39059150111
139369,b,1.68161144262
245950,b,4.713740863419999
281389,b,0.0713571365583
202166,b,1.4548484726800002
267299,b,4.912407909750001
256437,b,0.309795155685
265185,s,0.0015027048310099999
340966,s,0.0015027048310099999
262618,s,0.018636116672000002
157636,b,1.80415971363
317834,b,7.24795823985
211322,b,1.68161144262
205742,s,0.0015027048310099999
192924,s,0.00150187015894
347320,s,0.0015027048310099999
248183,s,0.00150187015894
240814,b,6.4165377797000005
204750,s,0.018636116672000002
182788,b,2.31434534308
248295,b,1.9397927264200001
188000,s,0.018636116672000002
253872,b,1.68161144262
217935,b,0.0713571365583
203226,b,1.68161144262
140492,s,0.018636116672000002
336562,b,7.34414180246
339783,b,5.49790480556
172139,b,2.19861876088
132143,b,5.22970153824
228562,b,1.68161144262
133712,s,0.0026533113373299996
166636,b,0.0640607773058
297424,b,3.03961463161
230934,b,5.503221051290001
110659,b,0.307169523947
204365,b,4.86080741037
226473,b,1.68161144262
296045,b,2.41494628836
271946,b,1.8567113250999998
259225,b,0.0713571365583
300475,b,2.00985231753
190970,b,2.25687361267
349139,b,4.705119664280001
317049,s,0.0015027048310099999
103073,b,2.48162933935
295657,b,3.13764878462
326217,s,0.0015027048310099999
332247,b,1.4548484726800002
238681,b,1.3396392610299999
339259,b,2.10566833659
100536,b,1.9804203854499998
335774,b,0.07389912981499999
238744,b,0.307169523947
187934,s,0.018636116672000002
238767,s,0.018636116672000002
277958,b,4.80330780353
340625,b,1.4548484726800002
210509,b,2.11649837991
309485,s,0.0015027048310099999
155205,b,1.35224481161
321143,b,6.602759159480001
175632,s,0.0026533113373299996
182286,b,2.69638548496
312532,s,0.018636116672000002
288401,b,4.73658426196
209345,b,0.07389912981499999
182314,s,0.018636116672000002
239382,s,0.0015027048310099999
105540,s,0.018636116672000002
158271,s,0.018636116672000002
251172,s,0.0015027048310099999
344292,b,2.05955469895
205497,b,5.50309062936
348054,s,0.0015027048310099999
187169,b,2.04694779535
249114,b,4.336864379830001
345197,b,1.8241487998199999
127504,s,0.0015027048310099999
208769,b,1.4548484726800002
138304,b,2.13881611182
242943,b,2.0587457286200004
149489,b,7.155306160119999
211456,s,0.0015027048310099999
306058,b,0.0640607773058
181470,s,0.018636116672000002
126379,b,4.55882866594
207389,b,0.07389912981499999
277995,b,1.0820574792
184262,s,0.018636116672000002
179997,s,0.0026533113373299996
171193,s,0.0015027048310099999
134508,s,0.0015027048310099999
264057,s,0.0015027048310099999
300088,s,0.018636116672000002
277662,s,0.018636116672000002
318201,b,0.307169523947
326705,b,2.34285548586
116512,b,0.307169523947
326560,b,0.07389912981499999
264048,b,1.68161144262
252270,b,1.68161144262
246042,s,0.0015027048310099999
311463,s,0.018636116672000002
230100,s,0.018636116672000002
213413,s,0.018636116672000002
149316,s,0.018636116672000002
214789,b,0.7440562472300001
244361,s,0.018636116672000002
130402,s,0.018636116672000002
291547,b,5.40914586027
256615,s,0.018636116672000002
288882,b,0.300975113091
245537,b,6.112419956569999
232333,b,5.74418493854
282880,b,4.691842092190001
203705,b,1.68161144262
141201,b,0.7440562472300001
185740,s,0.018636116672000002
308196,b,1.68161144262
187608,b,1.68161144262
307219,s,0.018636116672000002
349983,b,2.33253488932
277964,s,0.018636116672000002
234297,s,0.018636116672000002
264630,s,0.0015027048310099999
299492,b,2.4460832489
204922,b,2.5476491742299996
220416,s,0.0015027048310099999
275714,s,0.0026533113373299996
235416,b,1.4548484726800002
220128,s,0.0015027048310099999
335348,b,0.912258246764
323375,b,2.5949943709400003
153969,b,0.7440562472300001
265078,b,0.309795155685
121911,s,0.0015027048310099999
208309,b,1.68161144262
345464,s,0.018636116672000002
106289,b,1.68161144262
324298,b,1.68161144262
223888,s,0.0015027048310099999
173420,b,0.7440562472300001
266489,b,5.15207496454
254975,b,0.7440562472300001
191317,b,1.4548484726800002
274410,s,0.0026533113373299996
254202,b,4.85724317381
212913,b,0.0713571365583
238301,b,1.68161144262
335642,b,1.4548484726800002
205922,s,0.00150187015894
190683,s,0.0015027048310099999
253384,b,1.24819992715
330712,b,1.68161144262
271458,b,0.309795155685
239621,b,0.309795155685
146791,s,0.018636116672000002
254754,s,0.0015027048310099999
194071,b,1.88988683867
125838,b,3.05384808561
276380,b,1.3733909471099999
286838,b,2.55179547232
241525,b,1.68161144262
194569,b,0.0713571365583
186967,s,0.0015027048310099999
219669,b,0.07389912981499999
123647,b,4.4407124469
225169,b,4.54041821113
182651,b,0.358539992008
117347,b,2.94130953453
114462,b,2.5655411642500003
179937,s,0.0015027048310099999
121435,b,1.00085675174
163658,b,4.46570848024
205836,b,1.91418363977
212756,s,0.0015027048310099999
340055,b,2.2580889636
187936,b,4.56977231735
250216,b,3.0112007977099995
262112,b,2.32902015229
133413,s,0.0015027048310099999
198706,s,0.0026533113373299996
292000,s,0.018636116672000002
163678,b,2.09030896872
349491,b,5.41533582839
319559,b,6.305354620959999
264104,b,4.8847163699400005
264559,b,5.90120100526
175958,s,0.0015027048310099999
230549,b,3.2388043973
248016,s,0.018636116672000002
106933,s,0.018636116672000002
144245,b,1.68161144262
222506,s,0.0026533113373299996
110753,b,6.34104379212
208617,b,4.73938709104
226642,b,2.2430347252400002
159445,b,1.50741762814
221100,s,0.0015027048310099999
204945,b,2.0894174411
339449,s,0.0026533113373299996
140724,b,4.92642035345
223791,b,2.88549431124
263706,b,3.0329112476599995
264097,b,1.23554962209
267776,b,2.74479862358
329613,b,2.28190365098
233890,s,0.0015027048310099999
227655,b,1.7753702614500002
341647,b,1.68161144262
278436,s,0.0015027048310099999
318514,s,0.018636116672000002
111208,s,0.00150187015894
231341,s,0.018636116672000002
117997,s,0.018636116672000002
131164,s,0.018636116672000002
327569,b,1.68161144262
166061,b,4.52523964393
249196,b,0.7440562472300001
143060,b,4.92421877304
294178,b,2.17561059484
130059,b,0.0834140312717
173652,b,0.07389912981499999
191437,s,0.0015027048310099999
290443,b,1.4548484726800002
304851,b,2.05284694517
153744,s,0.00150187015894
247942,s,0.0015027048310099999
288626,s,0.018636116672000002
192894,b,5.0382740438999996
330288,b,1.68161144262
151528,b,2.31420955283
102371,b,1.68161144262
217365,s,0.018636116672000002
122919,b,2.51574350228
320213,b,1.68161144262
161564,b,0.7440562472300001
214621,s,0.0015027048310099999
282513,b,4.45321263925
261974,b,3.90814332155
145402,b,3.05687610908
213584,b,0.7440562472300001
336155,s,0.018636116672000002
315262,s,0.018636116672000002
222257,s,0.0015027048310099999
147849,b,0.0834140312717
295117,s,0.0015027048310099999
299899,b,1.4548484726800002
291357,b,1.68161144262
152303,b,4.521158075330001
322059,s,0.018636116672000002
230197,b,1.4548484726800002
137381,s,0.018636116672000002
195815,b,5.922075381109999
295001,s,0.0015027048310099999
101479,b,5.5705355162900005
107324,s,0.018636116672000002
184257,s,0.0015027048310099999
162502,b,1.4548484726800002
188091,s,0.018636116672000002
206123,b,5.3181001840499995
171082,b,1.8844759659099999
188518,b,0.7440562472300001
342566,b,0.7440562472300001
237788,b,2.0868049245099995
325386,b,2.44089912979
215154,b,1.4548484726800002
211342,b,1.4548484726800002
146878,b,2.6014722377200004
135733,b,3.85890128515
141221,b,1.68161144262
227982,b,1.24774203184
307595,b,0.07389912981499999
195146,s,0.018636116672000002
262335,b,2.36566291097
325175,b,0.7440562472300001
253419,s,0.018636116672000002
175047,b,2.47635126028
331440,b,2.82943834671
261684,b,4.61572910426
338193,s,0.018636116672000002
187627,s,0.0015027048310099999
234652,b,0.7440562472300001
104591,s,0.0015027048310099999
235217,b,2.3446267447099998
300484,b,1.68161144262
330453,b,1.0893966827600001
290945,s,0.018636116672000002
147899,b,2.39243414634
221834,b,2.7311641894400003
103012,s,0.0015027048310099999
205260,b,0.358539992008
191371,b,0.0713571365583
324166,b,1.68161144262
165493,b,0.0713571365583
313671,b,2.37243421211
315534,b,0.789461385504
346008,b,5.17176825331
240651,s,0.0015027048310099999
148404,b,4.45621036964
178488,s,0.0015027048310099999
281301,b,1.4548484726800002
294982,s,0.018636116672000002
324988,s,0.018636116672000002
159329,b,2.03518644532
145194,b,0.0713571365583
189723,b,0.0713571365583
122072,b,4.3655149694199995
131171,s,0.00150187015894
274036,b,5.0991571877599995
236373,b,0.307169523947
135157,s,0.0015027048310099999
232105,b,2.66372292238
141915,b,2.9073599449
101943,b,0.07389912981499999
334110,s,0.0026533113373299996
105273,b,4.41636585333
340383,b,5.58265651934
215527,b,6.3935341567499995
333173,s,0.00150187015894
247054,b,4.25829380618
304196,b,1.68161144262
241307,s,0.0026533113373299996
319962,b,4.987158609730001
330423,s,0.018636116672000002
232822,b,3.0430990536699998
206634,s,0.0015027048310099999
231868,s,0.0015027048310099999
226649,b,2.27833558628
193083,b,2.09408116685
347301,b,2.59376609411
289480,s,0.0015027048310099999
115019,b,1.8789028658099998
149848,b,5.35484332661
155662,b,1.8306510913499998
247427,s,0.0015027048310099999
151772,b,1.13509065534
314938,s,0.00150187015894
345245,s,0.0015027048310099999
309086,s,0.018636116672000002
183264,b,2.21053647284
191490,b,2.82852807294
154351,s,0.018636116672000002
274803,b,0.0713571365583
246612,s,0.0015027048310099999
328518,b,5.25458843742
251452,s,0.0026533113373299996
125688,s,0.018636116672000002
266961,s,0.018636116672000002
107077,b,5.99108937934
137184,b,0.7440562472300001
205452,b,5.41827236968
264193,s,0.018636116672000002
177563,s,0.018636116672000002
131316,b,2.9696911904900003
233806,s,0.00150187015894
189699,b,5.047258965069999
303224,b,1.68161144262
267764,b,2.06468105025
208403,b,1.4548484726800002
203531,b,1.68161144262
249743,b,4.8476481496099995
109282,s,0.0015027048310099999
327702,b,2.12213161814
286890,b,6.06223274867
220213,s,0.018636116672000002
137143,b,2.10084453934
291142,b,2.26625455212
115094,s,0.00150187015894
127951,b,1.68161144262
212191,b,2.30773559522
276385,s,0.0015027048310099999
213394,b,6.490094498080001
244035,b,1.68161144262
261537,b,2.12698119313
191291,b,2.22059665107
101925,b,0.309795155685
315091,b,0.307169523947
287841,b,5.69873071086
338162,b,1.68161144262
270202,b,2.05787693901
238918,b,5.32437409928
124632,b,1.8752664526700003
247664,s,0.018636116672000002
219870,b,4.40736430334
215331,s,0.00150187015894
201914,b,0.0834140312717
255953,b,1.68161144262
298200,b,4.9810403943
236212,b,2.51334827198
226469,b,1.63205437049
167657,b,2.03791368273
260466,b,1.68161144262
136165,b,6.003059938119999
293567,s,0.0015027048310099999
161411,s,0.0015027048310099999
147438,s,0.0015027048310099999
261945,b,1.68161144262
162638,b,6.672424767790001
321870,b,5.0232127698
219707,s,0.018636116672000002
123199,b,4.91480317483
113564,b,2.1969705299099997
114158,b,1.7234873364400003
199578,b,1.68161144262
141647,s,0.0015027048310099999
114819,b,0.0713571365583
336857,b,5.6572505759
276381,b,5.052409315219999
242024,b,1.85425564385
250052,b,5.093963585
333273,b,3.0309430642699997
240589,b,0.309795155685
280018,s,0.018636116672000002
167309,b,2.9473297545499997
152366,s,0.018636116672000002
233710,b,5.29070936446
205395,b,2.2763355976099997
321536,b,4.75665451324
167034,b,1.68161144262
131885,b,2.2829229277
339327,s,0.018636116672000002
132420,b,1.4548484726800002
141444,s,0.018636116672000002
187907,s,0.0015027048310099999
243862,s,0.0015027048310099999
274687,b,4.56711899311
213518,b,5.13108062139
340535,s,0.0015027048310099999
136732,b,0.7440562472300001
225441,b,0.309795155685
312457,b,1.68161144262
257299,b,7.1217758813800005
295375,b,1.4548484726800002
303653,b,1.3733909471099999
345577,b,0.07389912981499999
131728,b,2.1171432076900003
208433,s,0.018636116672000002
279843,b,4.55445098821
346242,b,4.53284260859
341927,b,1.4548484726800002
115199,b,1.68161144262
138374,b,3.50016566698
208337,s,0.018636116672000002
245134,b,0.358539992008
175371,b,0.0713571365583
161736,b,2.89329546734
180858,b,4.29818607301
120444,b,0.0713571365583
337554,b,0.7440562472300001
334946,b,2.57052939317
212298,b,1.68161144262
171320,b,4.641070393030001
204873,b,1.9071215589500001
348315,b,2.09703386565
126044,b,1.68161144262
301050,b,0.0713571365583
194986,s,0.0015027048310099999
202788,b,5.87335234959
143052,b,5.05726427841
163201,b,1.4548484726800002
128345,b,0.300975113091
126098,b,1.3733909471099999
244252,b,5.0924502467699995
100806,b,1.3462138241600001
165071,b,0.0834140312717
124478,s,0.0026533113373299996
297543,s,0.00150187015894
293980,b,1.68161144262
239834,b,5.29040353761
230475,b,2.33270986966
212299,b,2.1490751121400002
101504,s,0.018636116672000002
264460,s,0.0015027048310099999
197253,s,0.0026533113373299996
188645,b,2.1835237855700003
271467,b,0.8958443031990001
263128,b,0.309795155685
116911,s,0.0015027048310099999
325051,b,2.3874689066299997
186217,b,5.0564663684
224005,b,1.68161144262
209711,b,1.9795436001299997
340475,b,4.543069812890001
142161,b,0.07389912981499999
258754,s,0.018636116672000002
297541,b,1.68161144262
255626,b,4.47612872612
232212,b,0.7440562472300001
213307,b,1.4548484726800002
230902,b,2.32385367939
107852,b,4.68003238771
267449,b,1.26281755233
215475,b,4.64105548768
267143,s,0.0015027048310099999
235657,s,0.0015027048310099999
198791,b,4.5612010854400005
306037,b,6.03279895745
197790,s,0.0026533113373299996
237468,s,0.0015027048310099999
204350,b,0.309795155685
213301,b,2.04774910289
291538,s,0.018636116672000002
171944,b,2.12001286855
113649,s,0.018636116672000002
143585,s,0.018636116672000002
194613,b,1.4548484726800002
108058,b,1.4548484726800002
131615,s,0.0026533113373299996
292891,b,0.0713571365583
221237,s,0.0015027048310099999
103474,b,4.82339557334
277051,s,0.0015027048310099999
344603,b,1.4548484726800002
236100,b,0.309795155685
199109,s,0.018636116672000002
294235,b,1.4548484726800002
339161,s,0.0015027048310099999
342094,b,0.7440562472300001
221894,b,4.71204662359
180124,b,1.4548484726800002
161360,s,0.0015027048310099999
281611,s,0.0015027048310099999
217149,b,0.307169523947
197040,s,0.018636116672000002
345393,b,4.648217203490001
102197,s,0.018636116672000002
314357,s,0.0015027048310099999
100215,b,1.4548484726800002
169988,b,2.2697365652
320251,s,0.018636116672000002
120556,b,4.068333729030001
287876,b,1.3733909471099999
296989,s,0.018636116672000002
254361,s,0.018636116672000002
327970,b,0.866579580908
183701,s,0.018636116672000002
171148,b,2.66228184532
158034,s,0.0015027048310099999
245180,b,1.82840282525
193948,b,2.6374666263099997
288455,b,1.68161144262
317301,s,0.018636116672000002
175960,b,5.5756340580999995
170726,b,1.4548484726800002
164334,b,2.8331111681400003
196394,s,0.018636116672000002
174935,b,2.76522972709
100717,b,1.79969316205
263393,b,1.42136108384
229306,b,2.0286296587
241649,b,2.1127191053
305053,b,2.80945981864
211650,s,0.018636116672000002
331380,s,0.018636116672000002
256693,b,0.309795155685
116677,b,1.4653290885899999
105593,b,0.07389912981499999
114846,b,0.07389912981499999
130426,s,0.0015027048310099999
332704,s,0.0015027048310099999
126770,b,5.47935106079
223588,b,1.4548484726800002
252242,b,2.2909599790799997
227208,b,4.6672516257800005
146831,b,0.0640607773058
111613,s,0.0015027048310099999
207499,s,0.0015027048310099999
118015,b,1.4548484726800002
304322,s,0.0015027048310099999
140623,s,0.0015027048310099999
296926,b,0.309795155685
320983,b,5.12263495709
247164,b,0.307169523947
348775,s,0.018636116672000002
200008,b,1.68161144262
332416,s,0.0015027048310099999
291358,s,0.0015027048310099999
347092,b,2.33884664983
331287,s,0.0015027048310099999
241609,b,2.05911106722
327373,s,0.0015027048310099999
329498,s,0.0015027048310099999
153467,s,0.018636116672000002
198466,s,0.0015027048310099999
130109,b,0.0834140312717
167417,b,5.216449342930001
301279,b,1.68161144262
335965,s,0.0015027048310099999
286269,s,0.00150187015894
159940,s,0.0015027048310099999
211599,s,0.018636116672000002
176450,b,0.7440562472300001
153372,s,0.00150187015894
159949,b,1.68161144262
330115,b,2.24086569375
255756,b,5.95440188358
110064,b,2.06720715333
291566,b,0.7440562472300001
250079,s,0.0015027048310099999
104033,b,0.309795155685
307768,s,0.0026533113373299996
165535,s,0.0015027048310099999
199271,s,0.00150187015894
234802,b,0.7440562472300001
308139,b,1.4548484726800002
119057,b,1.68161144262
335001,s,0.00150187015894
293410,b,1.8431354928900001
237369,b,0.07389912981499999
